bothcells/isbi2025_ps3c_train_image_02713.png,0
rubbish/isbi2025_ps3c_train_image_33460.png,2
healthy/isbi2025_ps3c_train_image_10090.png,1
rubbish/isbi2025_ps3c_train_image_68028.png,2
unhealthy/isbi2025_ps3c_train_image_84603_aug_29527.png,3
rubbish/isbi2025_ps3c_train_image_34609.png,2
bothcells/isbi2025_ps3c_train_image_02111_aug_3964.png,0
rubbish/isbi2025_ps3c_train_image_59058.png,2
bothcells/isbi2025_ps3c_train_image_01717.png,0
rubbish/isbi2025_ps3c_train_image_33248.png,2
healthy/isbi2025_ps3c_train_image_16619_aug_11289.png,1
healthy/isbi2025_ps3c_train_image_13836.png,1
rubbish/isbi2025_ps3c_train_image_38265.png,2
rubbish/isbi2025_ps3c_train_image_62444.png,2
unhealthy/isbi2025_ps3c_train_image_83521_aug_8979.png,3
bothcells/isbi2025_ps3c_train_image_00375_aug_30394_aug_6785.png,0
rubbish/isbi2025_ps3c_train_image_54180.png,2
unhealthy/isbi2025_ps3c_train_image_83360_aug_9689.png,3
rubbish/isbi2025_ps3c_train_image_51815.png,2
healthy/isbi2025_ps3c_train_image_25821.png,1
rubbish/isbi2025_ps3c_train_image_68613.png,2
rubbish/isbi2025_ps3c_train_image_42029.png,2
healthy/isbi2025_ps3c_train_image_14461.png,1
healthy/isbi2025_ps3c_train_image_16432_aug_1925.png,1
unhealthy/isbi2025_ps3c_train_image_83584.png,3
healthy/isbi2025_ps3c_train_image_19146_aug_1678.png,1
healthy/isbi2025_ps3c_train_image_09282.png,1
unhealthy/isbi2025_ps3c_train_image_84859_aug_31537.png,3
healthy/isbi2025_ps3c_train_image_13192_aug_2967.png,1
unhealthy/isbi2025_ps3c_train_image_84453.png,3
bothcells/isbi2025_ps3c_train_image_01216_aug_60.png,0
unhealthy/isbi2025_ps3c_train_image_83974_aug_16991.png,3
bothcells/isbi2025_ps3c_train_image_00966_aug_26045_aug_8530.png,0
healthy/isbi2025_ps3c_train_image_27955_aug_3825.png,1
unhealthy/isbi2025_ps3c_train_image_83898_aug_22598.png,3
rubbish/isbi2025_ps3c_train_image_46507.png,2
rubbish/isbi2025_ps3c_train_image_71059.png,2
bothcells/isbi2025_ps3c_train_image_00811_aug_5799_aug_1057.png,0
rubbish/isbi2025_ps3c_train_image_37014.png,2
unhealthy/isbi2025_ps3c_train_image_82725_aug_2933.png,3
unhealthy/isbi2025_ps3c_train_image_84878_aug_32397.png,3
rubbish/isbi2025_ps3c_train_image_56442.png,2
unhealthy/isbi2025_ps3c_train_image_85017_aug_22127.png,3
rubbish/isbi2025_ps3c_train_image_75647.png,2
healthy/isbi2025_ps3c_train_image_13998.png,1
rubbish/isbi2025_ps3c_train_image_75768.png,2
unhealthy/isbi2025_ps3c_train_image_82892_aug_17064.png,3
healthy/isbi2025_ps3c_train_image_08912.png,1
bothcells/isbi2025_ps3c_train_image_02598_aug_20390.png,0
unhealthy/isbi2025_ps3c_train_image_83397_aug_21249_aug_8032.png,3
bothcells/isbi2025_ps3c_train_image_01544_aug_24645.png,0
healthy/isbi2025_ps3c_train_image_16390.png,1
unhealthy/isbi2025_ps3c_train_image_84135.png,3
unhealthy/isbi2025_ps3c_train_image_84160_aug_14542.png,3
healthy/isbi2025_ps3c_train_image_05507_aug_13842.png,1
unhealthy/isbi2025_ps3c_train_image_84159_aug_20021.png,3
healthy/isbi2025_ps3c_train_image_17130_aug_2543.png,1
bothcells/isbi2025_ps3c_train_image_00237_aug_14564_aug_2239.png,0
rubbish/isbi2025_ps3c_train_image_36776.png,2
healthy/isbi2025_ps3c_train_image_06210.png,1
healthy/isbi2025_ps3c_train_image_10667.png,1
bothcells/isbi2025_ps3c_train_image_00704_aug_30678.png,0
